name,Market,Value,Size,Momentum,Quality,Pengana Private Equity Trust,Franklin Global Growth A,Aoris International Fund B,Zurich Investments Concentrated Glbl Gr,Lazard Global Equity Franchise,Ironbark Royal London ConcentratedGlbShr,Nanuk New World,Apis Global Long/Short W,Fidelity Asia,Talaria Global Equity,global pws,qsml,qus,qual,plato,vgs,vlue,dimensional
apir_ticker,Market,Value,Size,Momentum,Quality,Pengana Private Equity Trust,Franklin Global Growth A,Aoris International Fund B,Zurich Investments Concentrated Glbl Gr,Lazard Global Equity Franchise,Ironbark Royal London ConcentratedGlbShr,Nanuk New World,Apis Global Long/Short W,Fidelity Asia,Talaria Global Equity,global pws,qsml,qus,qual,plato,vgs,vlue,dimensional
31/05/2005,0.047884635,-0.016374127,0.018460488,0.038014921,0.034964286,,,,,,,,,,,,0.075620663,0.0789,0.0525,,0.049064292,,0.0524
30/06/2005,-0.002126212,0.008427604,0.025159959,0.002506512,-0.00719836,,,,,,,,,,,,0.016733897,0.0064,-0.0041,,0.001723033,,0.012
29/07/2005,0.034882577,-0.012773195,0.019567362,0.01586225,0.009335283,,,,,,,,,,,,0.048408544,0.0544,0.0318,,0.038204208,,0.0505
31/08/2005,0.010406656,-0.002336288,0.005677953,0.01656893,0.002713384,,,,,,,,,,,,0.010683877,-0.0052,0.0069,,0.019464561,,0.0236
30/09/2005,0.007780499,0.007962605,0.001833998,0.015557092,-0.016553714,,,,,,,,,,,,-0.004116258,-0.0064,-0.0023,,0.008084777,,0.0056
31/10/2005,-0.00717461,-0.005964082,-0.011620963,0.013748474,0.009471941,,,,,,,,,,,,-0.01495317,-0.0043,-0.0031,,-0.001738443,,0
30/11/2005,0.040378952,0.002464581,0.013100448,0.019862144,0.013564217,,,,,,,,,,,,0.044535038,0.053,0.0348,,0.043034332,,0.0387
30/12/2005,0.025498005,0.000919544,0.023100066,0.017952603,0.005167102,,,,,,,,,,,,0.025927718,0.0139,0.0116,,0.031341334,,0.0297
31/01/2006,0.007489659,-0.002668683,0.035345648,-0.009441339,-0.027502117,,,,,,,,,,,,0.032496702,0.008,0.0029,,0.012402973,,0.0258
28/02/2006,0.013381249,0.018301538,-0.005766103,0.014370783,0.014703844,,,,,,,,,,,,0.020297738,0.0192,0.0078,,0.017149532,,0.0209
31/03/2006,0.05620034,-0.005738739,0.031173514,0.05182494,0.039715653,,,,,,,,,,,,0.081642276,0.0551,0.0586,,0.065167094,,0.0726
28/04/2006,-0.033070606,0.014080831,-0.00199407,-0.045626366,-0.047458129,,,,,,,,,,,,-0.030413752,-0.0485,-0.0386,,-0.033093814,,-0.023
31/05/2006,-0.028073819,0.009310097,-0.020918628,-0.004466221,0.017048907,,,,,,,,,,,,-0.035066543,-0.0205,-0.0186,,-0.027055811,,-0.0229
30/06/2006,0.009101289,0.003173695,-0.014954557,0.013400108,0.015905355,,,,,,,,,,,,0.010918959,0.0102,0.0203,,0.013935952,,0.0152
31/07/2006,-0.02964969,0.027664225,-0.03781006,-0.020621602,-0.031406837,,,,,,,,,,,,-0.058423072,-0.0461,-0.02,,-0.024565232,,-0.0298
