Fund,APIR Code,const,Global Duration,Global Credit,Global High Yield,Currency,EM Debt,Classification,Classification #2,Tracking Error,Number of Months with Data,Fund
CFS Macquarie Dynamic Bond,FSF39AU,4.05515249395748,6.165620960610276,1.1000347611157408,1.830852888917113,0.20806385864585958,4.482764954740318,Global Duration,nan,0.03798162617399168,244,CFS Macquarie Dynamic Bond
Specialist Diversified Fixed Interest,MMC12AU,2.728356860162811,1.8565030608851365,1.5418241635397303,-0.3707229163756183,3.7363866648359867,5.789420104374688,Alpha,nan,0.03797386541047991,244,Specialist Diversified Fixed Interest
CFS Fixed Interest,FSF488AU,8.024600575548028,8.15871050212385,3.5249808986014664,-2.5958466688232105,3.8857439194984438,10.121385943652427,Global Duration,Global Credit,0.03302549376705402,244,CFS Fixed Interest
Experts' Choice Diversified Fixed Inc,HLR1AU,7.041860639872391,5.820398339995077,0.9025546653339626,-0.7601879631931501,2.428011047747807,6.734946862180682,Global Duration,nan,0.036125522255402866,244,Experts' Choice Diversified Fixed Inc
Macquarie Dynamic Bond,MAQ274AU,6.312911584293214,6.435697196247726,1.588753436710302,-0.7137596870834444,2.563106959106816,7.2184559383729985,Global Duration,nan,0.0356918748099725,244,Macquarie Dynamic Bond
UBS Diversified Fixed Inc Retail H,SBC7AU,7.5252480215309525,7.372393100673194,2.7829340959420623,-4.180620098697162,1.736165495660406,6.54613327462087,Global Duration,Global Credit,0.039518026180227116,244,UBS Diversified Fixed Inc Retail H
PIMCO Diversified Fixed Interest Fund,ETL116AU,8.092592664355372,7.89911549432402,3.584353461788803,-1.9426777163354443,2.6341331241814547,7.389386765467969,Global Duration,Global Credit,0.03287694229723282,244,PIMCO Diversified Fixed Interest Fund
PIMCO Diversified Fixed Interest W,ETL16AU,8.017323865648992,7.977057222607662,3.611200347986278,-1.9437456896592205,2.5728943442733536,7.377301312346694,Global Duration,Global Credit,0.03286728110703612,244,PIMCO Diversified Fixed Interest W
Fiducian Fixed Income,FDN553AU,4.306674960831817,5.3715464698435476,0.9774028635219199,-1.588281765726928,1.233047998070037,4.771434143781057,Global Duration,nan,0.029098072043542183,146,Fiducian Fixed Income
Morningstar Multi-Asset Defensive A,INT9156AU,3.1373284537966355,3.7330681972205975,0.26196711523500615,1.007688095019542,1.317724012867438,2.886966317500876,Global Duration,nan,0.01791234419432739,43,Morningstar Multi-Asset Defensive A
Strategic Sustainable Global Bond,NAB399AU,-0.057461514984067576,6.777716322305964,4.166698965868694,0.4585826238333182,-1.8708708940888088,-0.6345726161107813,Global Duration,Global Credit,0.040464411362008575,38,Strategic Sustainable Global Bond
Macquarie Dynamic Bond No.1 W,MAQ3897AU,0.6397148152990566,6.84187642602351,2.7191175789937874,1.8657650576649099,-2.5372362154067827,-0.9650093180600673,Global Duration,Global Credit,0.025796373252568054,44,Macquarie Dynamic Bond No.1 W
PIMCO WS Plus Diversified Fixed Interest,BTA499AU,2.9984533994575986,5.149922425481356,2.0488551276726272,-1.4099855001187342,1.7640248911400407,4.86969971341945,Global Duration,nan,0.025551005862041343,112,PIMCO WS Plus Diversified Fixed Interest
Specialist Diversified Fixed Income,AMP1992AU,2.683452679184343,4.697968907914911,1.8431486927123513,-1.481014774196398,1.1745260219772973,4.547905540332915,Global Duration,nan,0.029336247066792633,121,Specialist Diversified Fixed Income
AMP FLI S2-Specialist Divers FixedIncome,AMP1991AU,1.4808473659218138,4.670895784635263,1.922287771390593,-1.4736386562935273,1.0834370594866198,4.400266274166549,Global Duration,nan,0.02951643961303172,121,AMP FLI S2-Specialist Divers FixedIncome
Implemented Fixed Income Portfolio,PER71AU,3.9549982186159793,4.423619922760348,1.5050176510193316,-0.8337526656480312,2.0003624422635973,4.415513457039442,Global Duration,nan,0.02357831294811549,128,Implemented Fixed Income Portfolio
CFML Fixed Interest,NRM3AU,3.2723080281688786,4.774331984886881,1.6857119232813471,-0.8046578575280774,0.7312030774132824,4.849938213106276,Global Duration,nan,0.03019520858035905,152,CFML Fixed Interest
Strategic Fixed Interest,DFA15AU,8.345864642999533,1.8763136727993655,3.7210946458463883,-2.807148621449149,1.964051052904148,3.2321697282508066,Global Credit,nan,0.029661716531250604,155,Strategic Fixed Interest
Vanguard Diversified Bond Index,VAN42AU,6.267881212860852,7.323242374109748,4.617846162026189,-5.681371732740602,2.9654777394732452,7.553897214460219,Global Duration,Global Credit,0.02895602913426427,159,Vanguard Diversified Bond Index
Macquarie Global Income Opportunities Fd,MAQ324AU,5.702889115812858,4.196382085486406,4.571893230469665,1.0593162271692644,0.12606184635797016,1.924732470261183,Global Credit,Global Duration,0.036045857120475616,244,Macquarie Global Income Opportunities Fd
Vanguard International Crdt Secs Idx Hdg,VAN16AU,8.576785161560478,8.31016013279307,8.51095815687288,-7.204762056448234,6.409593841570683,10.875315769557725,Global Credit,Global Duration,0.03193384499389926,244,Vanguard International Crdt Secs Idx Hdg
Principal Global Credit Opportunities,PGI1AU,0.6020730139970595,4.337425338483107,1.5428839578850353,4.4388140214383816,-0.010510616926615831,0.7419351079356188,Global High Yield,Global Duration,0.059957549091147894,243,Principal Global Credit Opportunities
