Fund,APIR Code,const,Domestic Credit,Domestic Duration,Domestic FRN,Currency,Classification,Classification #2,Tracking Error,Number of Months with Data,Fund
Experts' Choice Short Term Money Market,HLR7AU,18.10231694928237,7.456653942371175,1.36194279721439,-6.051625581701398,3.2967334421579744,Domestic Credit,nan,0.021729812509259882,244,Experts' Choice Short Term Money Market
UBS Short-Term Fixed Income Fund,SBC812AU,10.841328106103838,5.253855161045806,-1.041562641211724,0.22861134770397148,-0.41128200698799056,Domestic Credit,nan,0.022895585470087382,244,UBS Short-Term Fixed Income Fund
Altius Sustainable Short Term Income Ord,AUS79AU,4.376373333158275,2.7055982517185653,1.25919182340699,5.57005967898007,0.3667763169195276,Domestic FRN,Domestic Credit,0.02593551456241179,87,Altius Sustainable Short Term Income Ord
Altius Sustainable Short Term Income Ret,AUS1392AU,3.985559900960596,2.6301815376384665,0.8686967874689073,2.735362519259418,1.1238257538906287,Domestic FRN,Domestic Credit,0.032258385817240234,38,Altius Sustainable Short Term Income Ret
Prime Value Enhanced Income,PVA9AU,-0.24400744374576672,2.7424082721873955,0.6798963546805695,5.836686664845233,0.5548261437760809,Domestic FRN,Domestic Credit,0.028564294536170366,90,Prime Value Enhanced Income
Prime Value Diversified High Income,PVA1362AU,4.884574995418815,0.25507470410811645,-1.2947667882508151,0.13952830691462925,-1.2276735223724868,Alpha,nan,0.037935276431106,60,Prime Value Diversified High Income
Pendal Short Term Income Securities Tr,PDL8847AU,5.844704550866617,2.6469909249035593,-0.041773327247032956,2.4139448846646308,0.3764508440675673,Cash,nan,0.03292940963852699,44,Pendal Short Term Income Securities Tr
Mutual Credit,PRM8256AU,7.020270763090558,4.739491185394337,0.14671267198845228,2.4068881053211517,-1.115277409184545,Domestic Credit,nan,0.031006021048731423,54,Mutual Credit
Smarter Money Institutional Investor,CRE15AU,2.1128219994843658,2.0210949877215922,-1.722881517974051,6.582129629050419,1.3259503560954573,Domestic FRN,nan,0.028309634456007544,96,Smarter Money Institutional Investor
Australian Ethical Income WS,AUG24AU,4.577173140401647,1.3564566786154817,1.0525720525560038,0.5312437497472227,-1.2264690136116543,Alpha,nan,0.025298271720545388,109,Australian Ethical Income WS
Prime Value SIV Enhanced Income Fund,PVA88AU,0.5374480488164267,2.987752135351743,0.7689539541194484,5.829351105004754,0.7478285164839489,Domestic FRN,Domestic Credit,0.026739203391330766,122,Prime Value SIV Enhanced Income Fund
Sandhurst Strategic Income B,STL44AU,10.60886687257872,6.57041243180143,0.3917800193721956,3.017590871662346,-1.2188731752313442,Domestic Credit,Domestic FRN,0.02266538971161988,156,Sandhurst Strategic Income B
Sandhurst Strategic Income A,STL27AU,7.6508218635280425,5.151724491706298,0.9263686065770518,2.0002511815676565,-0.12738613009031263,Domestic Credit,nan,0.022761928309796287,156,Sandhurst Strategic Income A
Smarter Money Assisted Investor Class,CRE14AU,4.573639547764913,4.277509949625863,-0.8008036158378083,8.427536929237656,2.5978824357807233,Domestic FRN,Domestic Credit,0.024414790907676173,150,Smarter Money Assisted Investor Class
Western Asset Cnsrv Inc X,JPM1AU,13.517222551230105,5.549830993795119,-0.4950063762319872,5.71258737049389,2.6922127892503944,Domestic FRN,Domestic Credit,0.023207997640819142,244,Western Asset Cnsrv Inc X
Perpetual High Grade Floating Rt R Units,PER562AU,12.997435024346055,7.719877416553291,0.723254591029523,5.729891400272767,1.6755307079648416,Domestic Credit,Domestic FRN,0.022599677913422066,161,Perpetual High Grade Floating Rt R Units
Janus Henderson Cnsrv Fxd Intst Instl,IOF111AU,13.430903836623044,10.633845416521854,0.9357877195129385,3.832085406775185,3.8189207633910547,Domestic Credit,Domestic FRN,0.022098193263637208,244,Janus Henderson Cnsrv Fxd Intst Instl
Russell Australian Cash A,RIM41AU,13.200223392525722,5.743149095070564,0.936018098213792,-6.408546755259788,1.6377843648752117,Cash,nan,0.022025891536961977,244,Russell Australian Cash A
Perpetual WFIA-Schroder Fixed Income,PER446AU,-0.6419598860080596,6.983458990390833,55.59118267671641,4.189204311259995,2.7701948142168846,Domestic Duration,Domestic Credit,0.017508209309282177,189,Perpetual WFIA-Schroder Fixed Income
Perpetual WFIA-Vanguard Aust FI Idx,PER57AU,4.632557225106947,8.021859236793274,92.87074301759246,-1.3670469955788411,1.6805822625461013,Domestic Duration,Domestic Credit,0.01751884606721389,189,Perpetual WFIA-Vanguard Aust FI Idx
Mercer Australian Sovereign Bond Fund,MIN3AU,4.754589119025064,0.7642166266246057,47.212142653055345,5.586597764990242,1.6600051763526549,Domestic Duration,Domestic FRN,0.02376840503071417,205,Mercer Australian Sovereign Bond Fund
Russell Australian Bond A,RIM5AU,6.910827491045843,8.670621037192005,67.96719701900398,3.7437700985106916,5.4006686879088415,Domestic Duration,Domestic Credit,0.017247764773626943,244,Russell Australian Bond A
Mercer Indexed Australian Fixed Int,ADV64AU,13.251416951195115,11.875620001507325,94.97458785686312,-4.866413396467227,1.5320920329847207,Domestic Duration,Domestic Credit,0.016845230829250074,244,Mercer Indexed Australian Fixed Int
Pendal Government Bond,BTA111AU,8.527052822426105,3.6054764453104435,65.93024952128938,2.5594427878850614,0.5698073906205227,Domestic Duration,Domestic Credit,0.022150563150626842,244,Pendal Government Bond
iShares Wholesale Indexed Aust Bd Z,BGL1AU,2.7098085493611737,-0.2729805743590888,34.30424591090095,0.4044515880187937,-1.2722799356312398,Domestic Duration,nan,0.02357274196490074,244,iShares Wholesale Indexed Aust Bd Z
DDH Fixed Interest,DDH6AU,4.711503531253531,6.379896510528774,48.268352683885524,3.487302899336627,1.810329366913041,Domestic Duration,Domestic Credit,0.018350907843307944,214,DDH Fixed Interest
Macquarie Wholesale Australian FxdIntstB,AMP148AU,3.030909776164197,10.754721638036571,70.94687813700946,-0.22441353250880433,2.7020163552028085,Domestic Duration,Domestic Credit,0.01902712808459649,228,Macquarie Wholesale Australian FxdIntstB
Schroder Fixed Income Fund - PC,SCH16AU,7.215500328456815,6.771775880855284,50.83322972611796,0.7379566624364402,5.559627362233679,Domestic Duration,Domestic Credit,0.017332477358026843,244,Schroder Fixed Income Fund - PC
iShares Australian Bond Index,BGL15AU,13.26017762295782,12.128695243886828,98.56431752764091,-4.662478079872156,2.022133867881196,Domestic Duration,Domestic Credit,0.01716273030759975,244,iShares Australian Bond Index
CFS Index Australian Bond,FSF653AU,11.257333366347508,11.597237255451681,94.00300851286124,-4.255275669521546,1.4364242213563883,Domestic Duration,Domestic Credit,0.01736662554638245,241,CFS Index Australian Bond
Janus Henderson Australian Fxd Intst,IOF46AU,5.393583310484008,9.749797803520968,53.757426486924146,0.39896588732583205,4.011493661213988,Domestic Duration,Domestic Credit,0.01884699038370201,244,Janus Henderson Australian Fxd Intst
CFS Macquarie Australian Fixed Interest,FSF27AU,4.856863619984148,6.671044889546406,43.2673273390395,-1.021556263741723,2.3393051539979917,Domestic Duration,Domestic Credit,0.01653823670859259,244,CFS Macquarie Australian Fixed Interest
Macquarie Enhanced Aust Fixed Interest,MAQ17AU,14.89182170307555,8.286645803695398,91.27590363936953,-1.6267247957691051,2.6186403030974015,Domestic Duration,Domestic Credit,0.01709594223951367,244,Macquarie Enhanced Aust Fixed Interest
Macquarie Master Enhanced Fixed Int,MAQ18AU,12.791152358733545,9.005923328913012,86.24672751039398,-1.4259015667562664,2.4712730039762634,Domestic Duration,Domestic Credit,0.01733700987452896,244,Macquarie Master Enhanced Fixed Int
Pendal Fixed Interest,RFA813AU,6.957052922507921,4.736340507611725,57.14108522532153,1.715487948409188,0.08342905284758331,Domestic Duration,Domestic Credit,0.020246882115788734,244,Pendal Fixed Interest
Vanguard Australian Fixed Interest Index,VAN1AU,11.155832150069326,11.433888974271877,88.52954791337048,-4.159935346690098,1.669015339798405,Domestic Duration,Domestic Credit,0.017334186272875394,244,Vanguard Australian Fixed Interest Index
AMP FLI-FD Australian Bond,AMP693AU,2.2750099409553806,5.514529154568112,59.96532920498313,1.4332397320246966,2.4279910157371387,Domestic Duration,Domestic Credit,0.02047220336941169,244,AMP FLI-FD Australian Bond
Optimix WS-Australian Fixed Int,LEF14AU,3.0053063039882644,8.761782213306805,48.51582597797075,0.892779540244675,1.3422855898660568,Domestic Duration,Domestic Credit,0.0198150272711975,244,Optimix WS-Australian Fixed Int
Optimix WS-Australian Fixed Interest A,LEF41AU,3.0797359619809495,5.309830226343801,9.798879531722351,-1.8949421164862346,-3.4633749863326964,Domestic Duration,Domestic Credit,0.019915831932429778,244,Optimix WS-Australian Fixed Interest A
Western Asset Aus Bd A,SSB122AU,7.964200006777421,9.57046952043715,67.36315376447294,4.591231479590478,3.4564579918632705,Domestic Duration,Domestic Credit,0.017724314919203142,244,Western Asset Aus Bd A
CFS Wholesale Indexed Australian Bond,CMI12AU,11.41550958336477,11.57372032200564,94.1889063591666,-4.181191944018104,1.4350255360219326,Domestic Duration,Domestic Credit,0.01703755226142515,244,CFS Wholesale Indexed Australian Bond
Macquarie Core Plus Australian Fxd Intr,MAQ1AU,2.863332086350995,2.321158850129879,35.76985243420179,5.98675544977511,7.318092002307005,Domestic Duration,Domestic FRN,0.02994238613283608,244,Macquarie Core Plus Australian Fxd Intr
Macquarie Australian Fixed Interest,MAQ61AU,8.855826434705039,6.563522898981554,68.34275582744547,5.6907483580491345,2.2052321815781166,Domestic Duration,Domestic Credit,0.017626824287340973,244,Macquarie Australian Fixed Interest
AMP Gen-BlackRock Aust Fixed Int Ind,NML573AU,6.760183271635539,11.359344757273433,93.22349989599893,-4.377111693381064,2.119860557366277,Domestic Duration,Domestic Credit,0.01707305742865415,240,AMP Gen-BlackRock Aust Fixed Int Ind
Schroder Fixed Income Fund - Wholesale,SCH28AU,6.555714473748277,6.818971722642453,50.76885176296135,0.6849997372224081,5.542407776430778,Domestic Duration,Domestic Credit,0.01738332462682461,244,Schroder Fixed Income Fund - Wholesale
State Street Australian Fixed Inc Idx Tr,SST5AU,8.008020751658957,7.512356696083344,64.35335622322239,-3.094215489453195,1.2255413703775258,Domestic Duration,Domestic Credit,0.018247215380281664,244,State Street Australian Fixed Inc Idx Tr
BT Investor Choice Australian Bond,WFS13AU,5.9415303671673545,8.635544826752891,75.1422790749843,1.1186095947335877,0.9001547220927626,Domestic Duration,Domestic Credit,0.017267821375781003,244,BT Investor Choice Australian Bond
Yarra Australian Bond Fund,TYN14AU,9.458661131781499,8.668452523604724,68.93770549567344,-2.4988104824337407,3.7443273639443393,Domestic Duration,Domestic Credit,0.018400501955010484,244,Yarra Australian Bond Fund
Advance Aus Fixed Intr Multi-Blend W,ADV84AU,5.028547610567466,7.089724122297032,51.98759352462936,3.171252904987936,2.604823591874906,Domestic Duration,Domestic Credit,0.017339760511118768,243,Advance Aus Fixed Intr Multi-Blend W
Macquarie True Index Aust Fixed Interest,MAQ211AU,14.272884735304043,10.730084590523019,96.53213182344022,-3.393235947584406,2.5806173358636477,Domestic Duration,Domestic Credit,0.017062454975121495,244,Macquarie True Index Aust Fixed Interest
UBS Australian Bond Fund,SBC813AU,7.611472316892466,10.940844897692536,70.9267402481423,-2.2564685653465153,1.8859743888107963,Domestic Duration,Domestic Credit,0.018667788134152194,244,UBS Australian Bond Fund
PIMCO Australian Bond Fund,ETL115AU,4.277314156277096,10.368039767081594,50.068492376991536,1.6621682614909465,3.9861875189887677,Domestic Duration,Domestic Credit,0.018583263334400295,244,PIMCO Australian Bond Fund
PIMCO Australian Bond W,ETL15AU,4.120585461966128,10.283150134724707,50.059415771641795,1.6893694466518234,4.018866139324478,Domestic Duration,Domestic Credit,0.01869343997352347,244,PIMCO Australian Bond W
Oracle Fixed Interest Ordinary Units,OIM4866AU,-0.2321154886718404,2.943765841415781,0.425704815172742,2.0357673993429013,-0.7726788785921158,Domestic Credit,nan,0.03730325044630227,31,Oracle Fixed Interest Ordinary Units
Pendal Sustainable Australian Fxd Int W,PDL3438AU,4.876169503413603,4.434408062891234,57.162961034182764,0.6737252846231686,0.3488560518250244,Domestic Duration,Domestic Credit,0.029841933150998784,29,Pendal Sustainable Australian Fxd Int W
iShares ESG Australian Bond Index S,BLK351AU,8.367879042967616,4.555874206759845,83.69430069767301,0.45057111778805686,0.01118321739783272,Domestic Duration,Domestic Credit,0.028512768826596552,33,iShares ESG Australian Bond Index S
Altius Green Bond Retail,AUS941AU,2.3131915009737622,3.52889150855918,50.50233001279905,1.7509624913220565,1.3427909652384018,Domestic Duration,Domestic Credit,0.03312258237741209,38,Altius Green Bond Retail
Coolabah Active Composite Bond Fund,ETL2716AU,1.9868227372339635,2.6430813603461196,34.11416821187675,5.168634624229816,2.814342761542026,Domestic Duration,Domestic FRN,0.027530143232428115,89,Coolabah Active Composite Bond Fund
Western Asset Enhanced Income A,SSB8484AU,2.986755646212513,3.420695591015627,4.029005709497389,1.4726501382311863,4.31031757318369,Domestic Duration,Domestic Credit,0.02719475337674837,40,Western Asset Enhanced Income A
Schroder Fixed Income Fund - CC,SCH6618AU,3.0786133076482867,4.798261908321333,57.49552218217948,1.606027073406777,2.078226317036729,Domestic Duration,Domestic Credit,0.03175727236723138,45,Schroder Fixed Income Fund - CC
Altius Green Bond Ordinary,AUS84AU,1.9758651666086362,3.876972543388173,48.221730332412854,0.33737167343472424,0.42607389591122596,Domestic Duration,Domestic Credit,0.02994533559913616,50,Altius Green Bond Ordinary
AMP Australian Fixed Interest Index,AMP42AU,4.996853332619871,4.309114369362159,73.59806828846594,-1.1301399486233996,-0.6880335737555215,Domestic Duration,Domestic Credit,0.02734212017134761,51,AMP Australian Fixed Interest Index
Antares Diversified Fixed Income,PPL888AU,4.018858232178658,6.669776403590009,57.13366873058014,-0.13952875471617623,0.5208783566662042,Domestic Duration,Domestic Credit,0.024024735276037816,61,Antares Diversified Fixed Income
Morningstar Australian Bonds B,INT21AU,7.070606766959922,3.776060157968589,35.17528935152933,-4.100283238375863,2.0141491686646322,Domestic Duration,Domestic Credit,0.021104018743904593,244,Morningstar Australian Bonds B
Franklin Australian Core Plus Bond A,FRT6143AU,2.5153197320446763,5.3295473245516405,57.069130837639,-1.5840663458894975,2.7597472552906575,Domestic Duration,Domestic Credit,0.0386893549139931,63,Franklin Australian Core Plus Bond A
Macquarie Core Australian Fixed Interest,MAQ446AU,5.2842045054651,5.306132129602835,40.482494043276844,2.1761634049354157,-0.41377990671698517,Domestic Duration,Domestic Credit,0.021095977044250556,224,Macquarie Core Australian Fixed Interest
BlackRock Enhanced Australian Bond D,BGL6AU,5.878816496328239,5.286059669565452,74.66136641707533,0.7258036799760819,1.851185430121631,Domestic Duration,Domestic Credit,0.0207428101599892,127,BlackRock Enhanced Australian Bond D
iShares ESG Australian Bond Index D,BLK2127AU,5.190560174941121,4.504108278907158,90.85894536427081,0.12686132323479574,0.16185714097081047,Domestic Duration,Domestic Credit,0.024841585482887965,66,iShares ESG Australian Bond Index D
Franklin Australian Core Plus Bond M,FRT6435AU,3.004118321530242,5.899299467769486,65.09328980005674,-1.5919222655407774,3.1077069615711914,Domestic Duration,Domestic Credit,0.03481088405238477,82,Franklin Australian Core Plus Bond M
CC JCB Active Bond B,CHN3749AU,4.721185045317302,2.9424864148821146,81.07917456418879,-1.0170430603501166,-3.9804349859747843,Domestic Duration,Domestic Credit,0.032713743202167286,66,CC JCB Active Bond B
Schroder Fixed Income Fund - IC,SCH46AU,8.225529995022898,6.789489705662049,50.899368216206476,0.7607388599199032,5.559244404067872,Domestic Duration,Domestic Credit,0.01735405178704954,244,Schroder Fixed Income Fund - IC
Schroder Aus Investment Grade Credit -IC,SCH44AU,5.989071352277259,16.16390457005764,44.12857049082369,-6.601868321576331,1.5251393876824106,Domestic Duration,Domestic Credit,0.013356000411746434,218,Schroder Aus Investment Grade Credit -IC
Pendal Australian Fixed Interest MPS,WFS2393AU,5.226925481952458,7.971781868413474,85.00393722562927,-3.460131407924065,1.219030059732835,Domestic Duration,Domestic Credit,0.0253908001607628,70,Pendal Australian Fixed Interest MPS
Janus Henderson AUS Fxd Intst MPS,WFS1859AU,3.1794054051347023,6.627332664715572,57.756679881175636,-1.2456707558230204,2.3611820184767853,Domestic Duration,Domestic Credit,0.030037737238433743,70,Janus Henderson AUS Fxd Intst MPS
Macquarie Australian Bond MPS Fund,WFS4874AU,4.100404714154084,7.098956659874009,72.71808237464651,-1.2956161030645197,0.3842440107078769,Domestic Duration,Domestic Credit,0.0263158311274952,70,Macquarie Australian Bond MPS Fund
Morningstar Australian Bonds Z,INT1AU,15.661852450176706,8.616369803052438,81.35527069940036,-7.866076564971456,2.8342024736409503,Domestic Duration,Domestic Credit,0.017146862759936182,244,Morningstar Australian Bonds Z
Pendal Sustainable Aust Fixed Interest,BTA57AU,8.151010566322617,7.981951226117334,108.64565050925076,-0.6558687109848128,1.6110808434435948,Domestic Duration,Domestic Credit,0.022205197973430877,96,Pendal Sustainable Aust Fixed Interest
Pendal Dynamic Income,BTA8657AU,-0.1374572431595345,3.7142953984713163,5.582081535319544,1.9746301141680227,2.3033591246111644,Domestic Duration,Domestic Credit,0.02982001779459714,80,Pendal Dynamic Income
Pendal Dynamic Income Trust,BTA3816AU,0.42136730293622654,3.4904351945419814,5.971120745156485,2.7774459665524547,2.6375754763102512,Domestic Duration,Domestic Credit,0.02884347130699611,80,Pendal Dynamic Income Trust
Arculus Fixed Income Fund,DDH835AU,0.9185817749562493,5.365064297680695,10.719373659592287,0.8534467630026213,0.0994708246129122,Domestic Duration,Domestic Credit,0.018400561005702917,80,Arculus Fixed Income Fund
Perpetual Active Fixed Interest Fund A,PER845AU,1.8590937765359787,7.412280285536933,58.080578410662696,2.18749516855204,1.167284930296802,Domestic Duration,Domestic Credit,0.023427995319350397,90,Perpetual Active Fixed Interest Fund A
Perpetual Active Fixed Interest Fund,PER262AU,7.041430863243522,15.124784832830686,69.85360206063588,0.7086492311483773,3.77389750643155,Domestic Duration,Domestic Credit,0.01756461801614877,232,Perpetual Active Fixed Interest Fund
CC JCB Active Bond,CHN5AU,5.033391354936534,2.2266461614883513,81.90008990802636,-0.31480257306473103,-2.9623839533964955,Domestic Duration,nan,0.027839105919568185,96,CC JCB Active Bond
EQT Diversified Fixed Income Instl,ETL421AU,1.6125725110538365,1.4952335119717812,16.55191679785567,-0.1852297185205378,-0.12205313156135145,Domestic Duration,nan,0.028251267434763912,118,EQT Diversified Fixed Income Instl
AMP FLI S2-Schroder Fixed Income,AMP24AU,-1.792632434070708,5.808810316273422,57.88566060000064,1.0111488385088394,1.9052696461226524,Domestic Duration,Domestic Credit,0.0225404593022799,109,AMP FLI S2-Schroder Fixed Income
Altius Sustainable Bond Fund,AUS71AU,1.1803064521018825,2.94802316963119,21.716760486205487,2.8372495436479475,1.5018449988446836,Domestic Duration,Domestic Credit,0.011093862187370252,117,Altius Sustainable Bond Fund
Pendal Wholesale Plus Fixed Interest,BTA547AU,3.215675247161378,3.4673167385818937,58.281998550699335,-0.7875535925605774,-2.7475953354852414,Domestic Duration,Domestic Credit,0.0253643565487351,117,Pendal Wholesale Plus Fixed Interest
Schroder WS Plus Fixed income,BTA545AU,2.4516320807947576,6.5099146922015585,63.563929959235644,1.08561940808653,2.8933053412948495,Domestic Duration,Domestic Credit,0.021187680716275605,117,Schroder WS Plus Fixed income
UBS WS Plus Australian Bond,BTA478AU,4.5384913627429775,5.874499051445377,75.28629175107581,1.1591756382003937,2.1646912610652387,Domestic Duration,Domestic Credit,0.022881802241818582,117,UBS WS Plus Australian Bond
Australian Ethical Fixed Interest WS,AUG23AU,8.019070609370106,6.721763402065006,123.57408956207667,-2.1292941645390444,0.41397630628069365,Domestic Duration,Domestic Credit,0.020564277799303376,127,Australian Ethical Fixed Interest WS
Australian Ethical Fixed Interest,AUG21AU,3.7175168156592573,6.327422727658704,115.77413799389844,-2.167487091910286,0.6435422905922465,Domestic Duration,Domestic Credit,0.020357094391398413,128,Australian Ethical Fixed Interest
Western Asset Aus Bond Tr M,SSB57AU,4.629808154070682,4.125851761803321,70.63096288081063,2.126618626585819,3.160497574676063,Domestic Duration,Domestic Credit,0.032577226110601806,45,Western Asset Aus Bond Tr M
The Trust Company Fixed Interest,PIM11AU,6.185528355676081,7.566864236505594,17.611550246000004,-1.6607419070722824,3.433861976874388,Domestic Duration,Domestic Credit,0.014235841644331336,244,The Trust Company Fixed Interest
Macquarie True Index Sovereign Bond,MAQ636AU,11.049788319825018,4.388343088685592,105.67419297234663,-4.401062606643964,0.15556542429356074,Domestic Duration,Domestic Credit,0.024870713690920667,176,Macquarie True Index Sovereign Bond
BlackRock GSS Australian Bond Index,NET23AU,1.417675996555046,2.751575575153958,17.185825570727616,-1.0859975344512731,0.08222240258990081,Domestic Duration,Domestic Credit,0.03314895388123257,142,BlackRock GSS Australian Bond Index
OA Schroder Fixed Income,MMF1931AU,0.9956563924965822,6.184684465833792,58.719862339019954,2.4319007290184427,2.9599549099854947,Domestic Duration,Domestic Credit,0.01846632231610153,165,OA Schroder Fixed Income
AMP FLI S2-FD Australian Bond,AMP149AU,0.8170963195213475,3.1923296251951676,61.929814782526165,2.43460711858332,1.57608733923077,Domestic Duration,Domestic Credit,0.023239271516726907,169,AMP FLI S2-FD Australian Bond
Macquarie Wholesale Australian FxdIntstE,AMP1388AU,0.7346180240599225,7.776373069546543,81.57754448732307,4.799065719331098,2.465696081193716,Domestic Duration,Domestic Credit,0.019740166517398853,169,Macquarie Wholesale Australian FxdIntstE
Janus Henderson Australian Fxd IntstInst,IOF113AU,5.8064077073987095,9.791807567955297,53.36909379885643,0.030045948694670123,3.8285582377824365,Domestic Duration,Domestic Credit,0.018783520265621807,244,Janus Henderson Australian Fxd IntstInst
Janus Henderson Tactical Income,IOF145AU,5.0482935685706,5.440813875174252,10.481196516141065,5.172133455717528,4.57548957366882,Domestic Duration,Domestic Credit,0.018640228275864406,182,Janus Henderson Tactical Income
PIMCO Australian Short-Term Bond Fund,ETL175AU,5.792356474953152,6.733862738632644,39.73121494886611,3.8175244466940272,4.248768688398337,Domestic Duration,Domestic Credit,0.008292405233724933,186,PIMCO Australian Short-Term Bond Fund
PIMCO Australian Short-Term Bond W,ETL182AU,5.756297125668715,6.6216672744461835,39.901504109441014,3.904702673809017,4.168538632826983,Domestic Duration,Domestic Credit,0.008227225109481297,186,PIMCO Australian Short-Term Bond W
Vanguard Australian Govt Bond Index,VAN25AU,15.230001428087903,6.142061092530313,147.00564994536194,-2.9316822736033696,1.6746414900770639,Domestic Duration,Domestic Credit,0.02282772977846743,188,Vanguard Australian Govt Bond Index
Macquarie Wholesale Australian FxdIntstO,AMP981AU,9.097439737639604,11.371823158517781,74.1723616222241,-0.34683693773258667,2.536173778121946,Domestic Duration,Domestic Credit,0.01822389996261377,236,Macquarie Wholesale Australian FxdIntstO
BondAdviser Income Plus Portfolio (Listed Securities),BondAadviser,3.37072503539234,1.0218798397169204,2.8230330924665243,4.929887848217205,3.361072450480886,Domestic FRN,Domestic Duration,0.026662977280627814,101,BondAdviser Income Plus Portfolio (Listed Securities)
