name,Market,Value,Size,Momentum,Quality,Tyndall Australian Share Income,Bennelong Concentrated Australian Eq,Bennelong Australian Equities,Solaris Core Australian Equity Inst,Ellerston Australian Share Fund,U Ethical Australian Equities Tr - Retl,Perpetual WFIA-Vanguard Australian Idx,Bennelong ex-20 Australian Equities,Maple-Brown Abbott Australian Sust Fut,Pendal Australian Long/Short,OC Micro-Cap,Ausbil MicroCap,Pengana Australian Equities Class A,Australian Ethical High Growth,U Ethical Australian Equities Tr Wholsl,Ausbil 130/30 Focus - Institutional,Yarra Ex-20 Australian Equities Fund,Spheria Opportunities,Tribeca Australian Smaller Coms,Investors Mutual Concentrated Aus Share,Martin Currie Real Income A,Regal Long Short Australian Equity,Russell After-Tax Aus Shr (SuperInvs) A,Regal Australian Long Short Equity,Third Link Growth,Plato Australian Shares Income,CFML Schroder Equity Opportunities,Microequities Deep Value,Fidelity Australian High Conviction,State Street Australian Equity,Lincoln Wholesale Australian Income,The Montgomery Fund,Smallco Broadcap,EQT SGH W Emerging Companies,Lazard Defensive Australian Equity,Mercer Australian Shrs for Tax Exmpt Inv,Prime Value Opportunities,Fidelity Future Leaders,Ophir Opportunities,Perpetual Pure Microcap Fund,Implemented Australian Share Portfolio,Microequities High Income Value Microcap,Dimensional Australian Core Imptn Trust,Australian Equities Extension Fund,Pendal Wholesale Plus Australian Share,Ironbark Renaissance WS Plus AU Small Co,Bennelong WS Plus ex-20 Aus Equities,Fidelity WS Plus Australian Equities,Perpetual WS Plus Australian Share,Schroder WS Plus Australian Equity,Tyndall WS Plus Australian Share Fund,DS Capital Growth Fund,Cromwell Phoenix Opportunities Fund,UBS Microcap Fund,Regal Australian Small Companies Fund,DNR Capital Aus Eq High Conviction R,Australian Ethical Emerging Companies WS,UBS Australian Small Companies SIV Fund,Cyan C3G,Martin Currie Eth Val WithInc,Flinders Emerging Companies A,Katana Australian Equity Fund,Bennelong Twenty20 Australian Equities,BlackRock High Conviction Australian Eq,Spheria Australian Microcap,Touchstone Index Unaware,Collins St Value Fund,Mercer Sustainable Plus Australian Shs,Perennial Value Microcap Opportunities,First Sentier Australian MidCap Fd,Lakehouse Small Companies Fund,Eley Griffiths Group Emerging Companies,Ellerston Australian MicroCap Fund,Chester High Conviction,Lennox Australian Small Companies,Perennial Concentrated Australian Shares,Martin Currie Sustainable Income Fund,Solaris Australian Equity Long Short Fd,EGP Concentrated Value Fund,QVG Opportunities Fund,Vertium Equity Income Fund,AB Concentrated Australian Equities Fund,Milford Australian Abs Gr W,Paradice Australian Mid Cap Fund B,Paradice Australian Small Cap Fund B,Morningstar Australian Shares Fund B,Paradice Australian Equities Fund,Morningstar Australian Shares Fund Z,Tyndall Wholesale Plus Aus Shr Inc Fd,Spheria Wholesale Plus Aus Smllr Coms Fd,Bennelong Emerging Companies Fund,CI Australian Equities Fund,Lennox Australian Microcap Fund,Prime Value Emerging Opportunities Fund,Firetrail Australian High Conviction,NorthStar Impact Australian Equities fd,Ausbil Active Sustainable Equity,Ausbil Australian Concentrated Equity,Microequities Pure Microcap Value,Airlie Australian Share,Saville Capital Emerging Companies,Warakirri Ethical Australian Equities,Equitable Investors Dragonfly,Selector High Conviction Equity A,Fidelity Australian Opportunities MPS,Realindex Australian Shares MPS,Solaris Core Australian Equity MPS,Dimensional Australian Sustainability,Schroder Australian Equity Pool - IC,Ausbil Active Dividend Income - Wholsl,Ellerston Overlay Australian Share,DNR Capital Australian Emerging Coms,Microequities Value Income,Clime Smaller Companies,Martin Currie Equity Income X,CI Brunswick,Elston Australian Large Companies A,Affluence Small Company Ordinary,Perennial Better Future Trust,Macquarie Australian Emerging Companies,Bombora Special Investments Growth,AB Managed Volatility Equities-Carb Ofst,Australian Eagle Trust,Paradice Equity Alpha Plus,CC Sage Capital Equity Plus,Milford Dynamic Small Companies Fund,Montgomery Small Companies,Perennial Value Emerging Companies Trust,Regal Emerging Companies III,Longwave Australian Small Companies A,Eiger Australian Small Companies,1851 Emerging Companies,Armytage Micro Cap Activist,Sterling Units,Perennial Value Future Leaders Trust,Equanimity High Conviction Ordinary,Anacacia Wattle Fund,Australian Small and Mid-Cap Fund,BlackRock Australian Alpha Tilts S,ECP Growth Companies,Melior Australian Impact,DNR Capital Australian Equities Income,Sandon Capital Activist,Ellerston Equity Income KIS Fund,Maven Smaller Companies,Pendal Focus Australian Equities,Spatium Small Companies,Ausbil Australian SmallCap,Solaris Australian Equity Income,Ethical Partners Australian Share B,Contact Australian Ex-50,First Sentier ex-20 Australian Share W,Merlon Concentrated Australian Share A,Regal Emerging Companies Opports Gen,Argonaut Natural Resources,Warakirri Concentrated Australian Eqs,Acorn Capital NextGen Resources Ordinary,Vanguard Ethically Cons Aust Shrs Whlsl,Acorn Capital Micro Opportunities Ord,Mercer Passive Australian Share,Invesco Wholesale Australian Share M,Wheelhouse Australian Enhanced Income,Wentworth Williamson,Ellerston Micro Cap Client,Lanyon Investment Fund,Hayborough Opportunities,Ellerston Australian Emerging Leaders,Meme Private Investment Trust Ordinary,Yarra Australian Smaller Companies,Maple-Brown Abbott Australian Value Opps,The TAMIM Australia All Cap,The TAMIM Australia Small Cap Income,SGH Medical Technology,L1 Capital Catalyst Daily,TRUE Infrastructure Fund,Firetrail Australian Small Companies M,Elston Australian Emerging Leaders A,Microequities Takeovers and Oppos,CI Endowment,Dynamic Australian Equities,Perennial Microcap Resources Trust,Surrey Australian Equities Fund,Perennial Value Emerging Industrial Tr,Tanarra LTV II Foundation,BetaShares Australian Faith-Based Ldrs,Quest X20 Australian Equities,iShares Wholesale Australian Eq Idx E,Aliwa Alpha,Ausbil Australian Emerging Leaders IC,EQT Tax Aware Australian Equity,Platypus Australian Equity MPS,LSN Emerging Companies,Perpetual Australia Share S,Perpetual SHARE-PLUS Long-Short S,The Elvest Fund,Northcape Capital Core Australian Shares,Ellerston 2050 Wholesale,Martin Currie Select Opps X,Baza High Conviction Fund A,VP Capital Fund I,ELMRI ANZ Conviction Fund,MA Equity Opportunities,CFS FC-Acadian Geared Australian Equity,UBS Australian Share Fund,Perpetual WFIA-Perpetual Small Coms,AMP FLI-AMP Equity,Smallco Investment,Hyperion Small Growth Companies,Macquarie Wholesale Australian Equities,Advance Australia Shr Multi-Blend W,Maple-Brown Abbott Aus Shr Retail,BlackRock Advantage Australian Equity,iShares Australian Equity Index,Ausbil Australian Emerging Leaders,Alphinity Australian Equity,WaveStone Australian Share,Celeste Australian Small Companies,Perpetual WFIA-Perpetual Aus Shr,Perpetual Australian Share,Lazard Australian Equity I,Lazard Select Australian Equity I Cl,Macquarie True Index Australian Shares,State Street Australian Equities Idx Tr,CFS FC Inv-Lazard Select Aus Equity,Pendal Australian Share,Pendal Horizon Sustainable Aus Shr,Macquarie Australian Enhanced Idx Shr B,Morningstar Australian Shares Fund A,Investors Mutual WS Aus Smaller Co,Macquarie Australian Enhanced Idx ShareA,Sandhurst IML Industrial Share,Perpetual Smaller Companies,Perpetual ESG Australia Share,Macquarie Small Companies,Yarra Emerging Leaders Fund (Direct),Yarra Leaders Fund,Yarra Australian Equities Fund,CFS Australian Share,CFS Australian Small Companies,Maple-Brown Abbott Australian Equity,Schroder WS Australian Equity Fund - WC,Schroder Australian Equity Fund - PC,Aggressive 95,Martin Currie Sust Eq A,Fiducian Australian Shares,Fiducian Australian Smaller Co Shares,CFS MIF-Australian Share,BT Investor Choice Australian Growth Shr,WealthFocus Perpetual Industrial Share,Perpetual Industrial,CFS Developing Companies,Invesco WS Aus Share,First Sentier Aus Share Growth Fund,Ausbil Australian Active Equity,BT Aus Share Retail,Pendal Australian Equity,Perpetual WFIA-Perpetual Indl Shr,SGH Ex-20 Australian Equities A,Investors Mutual WS Future Leaders,Investors Mutual All Industrials Share,PM Capital Australian Companies,Hyperion Australian Growth Companies,BlackRock Equity,BlackRock Australian Share Plus,NovaPort Smaller Companies Class I,BlackRock Australian Share,SGH Australian Small Companies,Russell Aust Opportunities Class A,Tyndall Australian Share Wholesale,Antares Pers High Growth Shares,BT Investor Choice Australian Share,Commonwealth Australian Equity Fund,Commonwealth Imputation Share Fund,Vanguard Australian Shares Index,Vanguard Australian Shares High Yield,Perpetual Concentrated Equity,Invesco WS Aus Smaller Companies-Class A,Australian Ethical Australian Shr,Pendal Smaller Companies,Pendal Imputation,Alphinity Australian Share,Alphinity Sustainable Share B,BT Imp Shr Retail,Alphinity Concentrated Aus Share B,BT Class Inv Core Aus Shr,BT Class Inv Natural Resources,BT Smaller Companies Retail,Macquarie Australian Enhanced Plus Eqs,Pendal Sustainable Australian Share,Perennial Value Smaller Companies Trust,Investors Mutual WS Australian Share,Eley Griffiths Group Small Companies,Merlon Australian Equity Income (CNA),UBS Australian Small Companies Fund,Perpetual's - Australian Share Fund,Dimensional Australian Value Trust,Dimensional Aust Large Company Trust,Dimensional Aust Small Company Trust,Perpetual Geared Australian,Perpetual SHARE-PLUS Long-Short,OC Premium Small Companies,OC Dynamic Equity,Perennial Value Australian Shares Trust,Macquarie Australian Equities,Sandhurst BMF-Sandhurst Ind Share,Russell Australian Share A,Mercer Australian Shares,Mercer Australian Small Companies,Lincoln Wholesale Australian Growth,Pengana Emerging Companies,Investors Mutual Equity Income,Fidelity Australian Equities,BlackRock GSS Australian Equities Index,NovaPort Microcap,Pendal Focus Australian Share,Selector Australian Equities,Mercer Australian Shares Plus,Fiducian Geared Australian Shares,Specialist Australian Shares,Armytage Strategic Opportunities Ret,Macquarie Aus Pure Indexed Equities,SGH High Conviction Fund,Prime Value Equity Income B,Prime Value Growth B,Perpetual Smaller Companies No. 2,Ganes Focused Value,Ironbark Renaissance Australian Sm Comp,DDH Australian Shares,Perennial Value Shares for Income Trust,Dimensional Australian Core Equity Trust,Pendal MicroCap Opportunities,Macquarie Australian Shares,Platypus Australian Equities - Wholesale,Macquarie Yield Enhanced Aus Eq Fd,ICE Fund,Greencape High Conviction,Greencape Broadcap,EQT Flagship Common No 2,EQT Flagship Fund - Wholesale Class,Investors Mutual Small Cap,Mercer Indexed Australian Shares,Ausbil Australian Geared Equity,Perpetual Select Investments Aus Share,Tribeca Alpha Plus Class A,Spheria Australian Smaller Companies,Allan Gray Australia Equity A,Armytage Australian Equity Income,MLC MultiActive Australian Shares,BT WE Fidelity Australian Equities,First Sentier Equity Income,Pendal MidCap,Perpetual Pure Value Share,Schroder Equity Opportunities Fund - WC,Strategic Australian Equity,Perpetual WFIA-Perpetual Share Plus L/S,Perpetual WFIA-Fidelity Australian Eq,Perpetual WFIA-Investor Mutual Aus Sha,Perpetual WFIA-Perpetual Concntr Eq,Perpetual WFIA-Perpetual ESG AU Share,Perpetual WFIA-Perpetual Geared Aus,Perpetual WFIA-Ausbil Aust Actv Eq,Vanguard Australian Shares ETF,Russell Inv High Dividend Aus Shrs ETF,SPDR® MSCI Australia Sel Hi Div Yld ETF,iShares Core S&P/ASX 200 ETF,iShares S&P/ASX 20 ETF,iShares S&P/ASX Div Opps ESG Scrnd ETF,iShares S&P/ASX Small Ordinaries ETF,BetaShares Australian Fincls Sect ETF,BetaShares Australian Res Sect ETF,SPDR® S&P/ASX Small Ordinaries ETF,SPDR® S&P/ASX 200 Resources ETF,SPDR® S&P/ASX 200 Fincls EX A-REIT ETF,Vanguard Australian Shares High Yld ETF,Vanguard MSCI Australian Large Coms ETF,Vanguard MSCI Australian Small Coms ETF,BetaShares Aus Top 20 Eq Yld Mxmsr ETF,BetaShares FTSE RAFI Australia 200 ETF,VanEck Australian Banks ETF,VanEck S&P/ASX MidCap ETF,VanEck Australian Resources ETF,VanEck Australian Equal Wt ETF,BetaShares Geared Australian Equity ETF,BetaShares Australian Div Harvester ETF,Russell Inv Australian Rspnb Inv ETF,VanEck Small Coms Masters ETF,BetaShares Managed Risk AUS Shr ETF,VanEck MSCI AUS Sust Eq ETF,BetaShares Aus Ex-20 Port Divrs ETF,iShares Edge MSCI Australia Mini Vol ETF,iShares Edge MSCI Australia Mltfctr ETF,Switzer Dividend Growth ETF,BetaShares Australian Small Coms Sel ETF,BetaShares Australian Sustnby Ldrs ETF,BetaShares Martin Currie Equity Inc ETF,BetaShares Martin Currie Real Income ETF,Perennial Income Generator Fund,Intelligent Investor AUS Eq Inc ETF,BetaShares Australia 200 ETF,Perennial Better Future Fund,Intelligent Investor Ethical Share ETF,BetaShares S&P/ASX Australian Tech ETF,SPDR® S&P/ASX 200 ESG ETF,VanEck Mrnngstr Aust Mt Inc ETF,Intelligent Investor Aust Eq Gr ETF,Vanguard Ethically Cnscs Aust Shrs ETF,AB Managed Volatility Equities ETF MVE,Airlie Australian Share ETF,iShares Core MSCI Australia ESG ETF,Perpetual ESG Australia ShareETF E,BetaShares Australian Quality ETF,Australian Ethical High Conviction ETF,Global X S&P/ASX 200 Covered Call ETF,VanEck Geared Australian Equal Weight H,Global X Australia ex Fincls & Res ETF,IML Concntr AUS Shr Fd (Quoted Mngd Fd),Dimensional AustralianCoreEquityTrustETF,BetasharesWthBdrAUS200Grd30-40%LVRCpxETF,SPDR® S&P/ASX 50 ETF,SPDR® S&P/ASX 200 ETF
apir_ticker,Market,Value,Size,Momentum,Quality,TYN0038AU,BFL0002AU,BFL0001AU,WHT0009AU,ECL0005AU,UGF0001AU,PER0546AU,BFL0004AU,MPL0544AU,RFA0064AU,OPS0004AU,AAP0007AU,PCL0005AU,AUG0008AU,UGF2230AU,AAP0003AU,JBW0052AU,WHT0025AU,ETL0052AU,IML0010AU,SSB0026AU,AMR0006AU,RIM0046AU,RGL0002AU,TGP0014AU,WHT0039AU,NRM0028AU,MIC0001AU,FID0021AU,SST0048AU,ETL0324AU,FHT0030AU,ASC0003AU,ETL0375AU,LAZ0022AU,MIN0087AU,PVA0005AU,FID0026AU,OPH0001AU,PER0704AU,PER0708AU,MIC0002AU,DFA0036AU,BEG0006AU,BTA0476AU,BTA0477AU,BTA0480AU,BTA0481AU,BTA0482AU,BTA0483AU,BTA0537AU,DSC0001AU,CRM0028AU,UBS0057AU,RGL0004AU,PIM0028AU,AUG0027AU,UBS0063AU,CIM0001AU,SSB0064AU,ETL0444AU,KTA0002AU,BFL0017AU,BLK0012AU,WHT0066AU,BFL0021AU,CLN6300AU,MIN0045AU,WPC3982AU,FSF8777AU,OMF6696AU,PIM5346AU,ECL0984AU,OPS7755AU,HOW3590AU,WPC6780AU,SSB4946AU,WHT3859AU,FHT1810AU,QVG9204AU,OPS1827AU,ACM0005AU,ETL8155AU,ETL8772AU,ETL0739AU,INT0023AU,ETL8084AU,INT0002AU,WFS8168AU,WFS8908AU,BFL3779AU,CIP0005AU,HOW1289AU,PVA0013AU,WHT3810AU,ETL6826AU,AAP3940AU,AAP9227AU,MIC5676AU,MGE9705AU,OMF8185AU,WRA7701AU,EQB7664AU,SEL0461AU,WFS5839AU,WFS2157AU,WFS4487AU,DFA2068AU,SCH0100AU,AAP3656AU,ECL0012AU,PIM4357AU,PIM9091AU,CLA1557AU,SSB0044AU,CIP0002AU,ETL7541AU,AFX0240AU,WPC5600AU,MAQ7203AU,BIM8414AU,ACM3950AU,ALR2783AU,ETL8096AU,CHN8862AU,ETL6978AU,FHT3726AU,WPC7408AU,RGL2432AU,WHT9368AU,HOW2967AU,PIM5565AU,ETL3064AU,STE0001AU,WPC1770AU,TOT3036AU,ACI0632AU,BEG4601AU,BLK6723AU,OPS2991AU,PIM4806AU,PIM8302AU,FHT0010AU,ECL7259AU,FHT3495AU,PDL0422AU,VIL2854AU,AAP5529AU,WHT2589AU,EPF3813AU,EVO4741AU,PIM1925AU,HOW2217AU,RGL8372AU,ARG3633AU,WRA3342AU,ACQ3509AU,VAN4509AU,ACQ4764AU,NCL0002AU,GTU0133AU,PIM2087AU,WWM0001AU,ECL5380AU,LYN3596AU,HAY1035AU,ECL6748AU,MCM3327AU,JBW4991AU,MPL1039AU,CTS9748AU,CTS8008AU,ETL2825AU,ETL1293AU,TIM4706AU,WHT2716AU,ETL7964AU,MIC1962AU,CIP0006AU,ETL1574AU,WPC0911AU,SPC2070AU,WPC1345AU,PIM5119AU,BSC0951AU,ETL7425AU,BGL0005AU,ALP1778AU,AAP5633AU,ETL8439AU,WFS8899AU,LSP6493AU,PER9955AU,PER8590AU,FHT0540AU,NCP0003AU,ECL5651AU,SSB0007AU,TOI6244AU,VPC9697AU,ELM9093AU,MAA3828AU,FSF0453AU,SBC0817AU,PER0039AU,AMP0018AU,ASC0001AU,BNT0101AU,MAQ0213AU,ADV0045AU,ADV0013AU,BAR0814AU,BGL0034AU,AAP0104AU,HOW0019AU,HOW0020AU,FAM0101AU,PER0029AU,PER0049AU,LAZ0006AU,LAZ0005AU,MAQ0288AU,SST0004AU,FSF0418AU,RFA0818AU,RFA0025AU,AMP0828AU,INT0022AU,IML0001AU,AMP0257AU,STL0101AU,PER0048AU,PER0116AU,MAQ0088AU,JBW0007AU,JBW0011AU,JBW0009AU,FSF0485AU,FSF0502AU,MPL0002AU,SCH0101AU,SCH0002AU,NRM0007AU,SSB0125AU,FPS0006AU,FPS0008AU,FSF0014AU,WFS0022AU,PER0011AU,PER0046AU,FSF0035AU,CNA0811AU,FSF0076AU,AAP0103AU,BTA0021AU,BTA0055AU,PER0028AU,CRS0003AU,IML0003AU,IML0004AU,PMC0101AU,BNT0003AU,PWA0001AU,PWA0015AU,HOW0018AU,PWA0014AU,CSA0131AU,RIM0029AU,TYN0028AU,PPL0108AU,WFS0021AU,COM0022AU,COM0012AU,VAN0002AU,VAN0104AU,PER0102AU,CNA0812AU,AUG0002AU,RFA0819AU,RFA0103AU,PAM0001AU,GLO0015AU,RFA0019AU,EQI0001AU,RFA0011AU,RFA0013AU,RFA0012AU,MAQ0178AU,WFS0285AU,IOF0214AU,IML0002AU,EGG0001AU,WAR0002AU,UBS0004AU,PER0281AU,DFA0101AU,DFA0103AU,DFA0104AU,PER0071AU,PER0072AU,OPS0002AU,OPS0001AU,IOF0200AU,MAQ0278AU,STL0100AU,RIM0006AU,MIN0006AU,MIN0007AU,ETL0043AU,PER0270AU,IML0005AU,FID0008AU,NET0001AU,HOW0027AU,RFA0059AU,DDH0002AU,MIN0020AU,FPS0011AU,WPC0005AU,TGP0005AU,MAQ0177AU,ETL0042AU,PVA0022AU,PVA0011AU,PER0259AU,GCM0001AU,PAT0002AU,QIN0002AU,IOF0078AU,DFA0003AU,RFA0061AU,MAQ0443AU,AUS0030AU,MAQ0459AU,ETL0062AU,HOW0035AU,HOW0034AU,ETL0068AU,ETL5146AU,IML0006AU,ADV0062AU,AAP0002AU,PER0255AU,ETL0069AU,WHT0008AU,ETL0060AU,ETL0148AU,IOF0092AU,WFS0409AU,FSF0961AU,BTA0313AU,PER0439AU,SCH0035AU,DFA0008AU,PER0495AU,PER0470AU,PER0482AU,PER0488AU,PER0491AU,PER0492AU,PER0450AU,VAS,RDV,SYI,IOZ,ILC,IHD,ISO,QFN,QRE,SSO,OZR,OZF,VHY,VLC,VSO,YMAX,QOZ,MVB,MVE,MVR,MVW,GEAR,HVST,RARI,MVS,AUST,GRNV,EX20,MVOL,AUMF,SWTZ,SMLL,FAIR,EINC,RINC,EIGA,INIF,A200,IMPQ,INES,ATEC,E200,DVDY,IIGF,VETH,AMVE,AASF,IESG,GIVE,AQLT,AEAE,AYLD,GMVW,OZXX,IMLC,DACE,G200,SFY,STW
31/01/2004,-0.012885001,0.016856411,0.00245899,-0.0015,0.007974839,,,,,,-0.00457357,,,,,0.04602383,,,,0.04090533,,,,,,,,,,,,,,,,,,,0.00605403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02008497,,,,,,,,,,,,,,,,,-0.01117387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01089637,-0.01103747,-0.01454227,0.01555353,0.02924763,-0.01884107,-0.01447947,-0.01894867,-0.01079957,-0.01267967,0.00626963,-0.00954147,-0.01405917,0.03395683,-0.01267657,-0.01316957,-0.02692627,-0.03498267,-0.01249537,-0.01230787,-0.00553907,-0.01429947,-0.00753217,,-0.01181527,0.00761603,-0.01124917,-0.00205527,-0.01009847,0.01022753,,0.01289033,-0.01153727,-0.00688667,-0.01895837,,-0.01994457,-0.01178957,-0.01170117,,-0.01757587,-0.01702337,0.00903883,-0.02909247,-0.01597427,-0.00337667,-0.00192107,0.01507553,,-0.01819227,-0.01501437,-0.01464217,-0.01371007,-0.00326127,-0.01687727,-0.00418457,-0.00105397,0.01166543,-0.00676657,-0.00728667,-0.00682267,0.03447503,-0.01899137,0.05413313,,-0.01263987,-0.00639257,-0.01574047,-0.02491427,-0.00895747,-0.01304147,-0.01332917,-0.00693607,-0.00165937,0.00799023,0.01971213,-0.00198287,-0.01864677,-0.01677987,-0.00292207,-0.01929477,-0.01506687,-0.05210897,0.01695403,-0.01594637,-0.01311807,-0.00728877,-0.00731287,0.01028663,-0.03944027,,,-0.02046957,-0.01326057,0.00036403,-0.02624857,-0.00870237,0.02632633,0.03973213,-0.01730667,-0.01889187,-0.00294637,-0.01540797,,,,,,-0.01659117,-0.00900357,,,,,-0.02492157,,,-0.01227207,,0.00531493,-0.02263727,,0.01135053,,-0.01428227,,,,,,,,,,-0.02397987,,,,,-0.02492937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01235797,-0.01329537
29/02/2004,0.028410497,0.00637614,0.004740141,0.03325,0.013365552,,,,,,0.00502363,,,,,0.05262233,,,,0.01298983,,,,,,,,,,,,,,,,,,,0.02058643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03853553,,,,,,,,,,,,,,,,,0.03168643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02555103,0.02199603,0.02359163,0.03369173,0.04085403,0.02565773,0.02368873,0.01538863,0.03299523,0.02650233,0.03532143,0.02525193,0.03330313,0.04757103,0.03403273,0.03532953,0.01206383,0.00167213,0.02673153,0.02693763,0.02498483,0.02481043,0.03020883,,0.02713903,0.00977433,0.02547573,0.01450353,0.02336743,0.01929063,,0.01693043,0.02053303,0.02005573,0.02301953,,0.01787563,0.03104783,0.03129093,,0.02592263,0.02415423,0.02008683,0.01608923,0.02345913,0.02906243,0.02931983,0.02413853,,0.01021253,0.03019303,0.02285643,0.02325173,0.02879193,0.02432013,0.00165593,0.01192843,0.01994133,0.01258033,0.02915813,0.02954283,0.02884723,0.02856623,0.02396013,,0.01542483,0.01736643,0.02139583,0.02310593,0.02280963,0.02735593,0.02725663,0.02535963,0.02452723,0.00096423,0.02952733,0.02832003,0.02537913,0.01828633,0.02774133,0.02472493,0.02376313,0.03616503,0.02330323,0.02576963,0.03309823,0.02916773,0.01578673,0.00034853,0.02270733,,,0.03995323,0.02698833,0.02118833,0.07471543,0.03290303,0.02901063,0.03816023,0.03688923,0.02571173,0.01377263,0.02902103,,,,,,0.02553463,0.02545223,,,,,0.02904823,,,0.02682683,,0.03962163,0.03593053,,0.03432363,,0.02587283,,,,,,,,,,0.02165013,,,,,0.02497933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02697163,0.02683963
31/03/2004,0.020789364,0.026230496,0.004108251,0.00035,-0.005656072,,,,,,0.00457268,,,,,0.02401058,,,,0.00830538,,,,,,,,,,,,,,,,,,,0.01490478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02121098,,,,,,,,,,,,,,,,,0.01216788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01648678,0.01797108,0.01651638,0.03308468,0.02909858,0.01429678,0.01468988,0.01755808,0.01520198,0.01802638,0.03479788,0.01642858,0.01292258,0.01181218,0.01419958,0.01537978,0.01522078,0.01270278,0.01841218,0.01847508,0.01878068,0.01415428,0.01817148,,0.01804748,0.00678248,0.01856478,0.01465988,0.01930548,0.01570778,,0.00179388,0.00865088,0.01089008,0.01465178,,0.01832458,0.01144768,0.01173398,,0.01215818,0.01818868,0.00471238,0.01188598,0.01591798,0.01609558,0.01761968,-0.00904612,,0.01500738,0.02610448,0.01415108,0.01539088,0.01679138,0.01202498,0.00311188,0.01450138,0.00345588,0.01444968,0.01298288,0.01342368,-0.00520232,0.01522928,-0.02745892,,0.01974068,0.00107228,0.01883638,0.01480458,0.01269778,0.01718128,0.01890478,0.00836748,-0.0000922,-0.02668442,-0.00522272,0.02024778,0.00913448,0.01076198,0.01998728,0.00817228,0.01369978,0.00674758,-0.00421132,0.01664048,0.02278968,0.01198938,0.01354598,-0.00413552,0.01411088,,,0.02795668,0.01921208,0.00971968,0.03223808,0.01521088,-0.00432082,0.00234828,0.02399168,0.01444398,0.01418978,0.01620928,,,,,,0.01766698,0.01721438,,,,,0.02660188,,,0.01863408,,-0.01417292,0.00559088,,0.01401678,,0.01531568,,,,,,,,,,0.03565078,,,,,0.01050238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01804728,0.01817478
