Fund,APIR Code,const,Domestic Credit,Domestic Duration,Domestic FRN,Currency,Classification,Classification #2,Tracking Error,Number of Months with Data,Fund
Macquarie Corporate Bond Fund Class R,AMP924AU,-2.6863873871841855,7.84320944135778,6.315152496999078,4.868067551233926,-1.1829377010884947,Domestic Credit,Domestic Duration,0.020267618461008267,182,Macquarie Corporate Bond Fund Class R
Perpetual WS Plus Diversified Income,BTA556AU,-1.7381671930152183,2.78593961922129,0.04043221047640086,8.444927162487767,4.081040600235223,Domestic FRN,Domestic Credit,0.02845753855072754,117,Perpetual WS Plus Diversified Income
Macquarie WS Plus Income Opportunities,BTA544AU,-2.528045865578505,2.400220133610031,11.66484993649613,5.283700790915072,7.886387442443982,Domestic Duration,Domestic FRN,0.02211116023040701,116,Macquarie WS Plus Income Opportunities
Macquarie WS Plus Corporate Bond Fund,BTA474AU,-4.503450798199605,6.04902176433244,3.905041040198583,9.336238791210235,1.3884295210579536,Domestic FRN,Domestic Credit,0.02270952118617026,117,Macquarie WS Plus Corporate Bond Fund
Vanguard Aust Corporate Fixed Interest,VAN65AU,-9.34755940929912,14.73652401392081,61.201882350473205,8.613354845470338,2.1139772704051993,Domestic Duration,Domestic Credit,0.0113777755611108,118,Vanguard Aust Corporate Fixed Interest
Antares Income Fund,PPL28AU,-2.9795864201350186,8.670639421918615,-2.6805374742831036,3.240833510725143,-0.32094108400213306,Domestic Credit,Domestic FRN,0.024212552617286325,129,Antares Income Fund
Mutual Income Fund A,PRM15AU,-1.5444356365260585,2.3696719110739624,-0.7514503542617372,8.426062893183287,0.07119517436607534,Domestic FRN,nan,0.023875097464676573,136,Mutual Income Fund A
Janus Henderson Diversified Credit,IOF127AU,-2.7769237024992317,3.338596572022798,2.215726283344658,8.118084594777773,4.448603345765002,Domestic FRN,Domestic Credit,0.029952075824884968,142,Janus Henderson Diversified Credit
Realm High Income - Wholesale,OMF9AU,2.6198375613230462,3.6127290227736606,5.9945351612392885,1.4029106680225742,4.117943035798448,Domestic Duration,Domestic Credit,0.022381259873711444,130,Realm High Income - Wholesale
Perpetual Pure Credit Alpha Fund W,PER669AU,0.09928913565040867,6.442615646094763,-0.5400991079629709,3.234783047686768,1.2825297809722542,Domestic Credit,Domestic FRN,0.028361619226823547,149,Perpetual Pure Credit Alpha Fund W
Perpetual Dynamic Fixed Income,PER557AU,-3.16961387322155,3.2464323193326114,17.92451278620877,8.504779906776218,2.535307517590153,Domestic Duration,Domestic FRN,0.015264468016408869,165,Perpetual Dynamic Fixed Income
EQT Spectrum Strategic Income,ETL72AU,0.7962808311679297,0.7458557741936792,-0.7275369285913906,5.508097195196599,1.0448896912841477,Domestic FRN,nan,0.03261369452580545,182,EQT Spectrum Strategic Income
Macquarie Corporate Bond Fund Class H,AMP1285AU,-3.805961438862669,7.872380571722993,6.327057364938773,3.9932829806148336,-1.5116523399873256,Domestic Credit,Domestic Duration,0.019904239208276258,179,Macquarie Corporate Bond Fund Class H
Macquarie Corporate Bond Fund Class A,AMP557AU,-3.1241513288386398,7.420054875207151,6.298640260050357,4.863457913240824,-1.6000740491658005,Domestic Credit,Domestic Duration,0.02004035411880423,182,Macquarie Corporate Bond Fund Class A
Arculus Preferred Income Fund,DDH1AU,-0.6857559347603865,-1.1258928819449359,1.4162303526600726,9.887609239817825,2.1359432707352317,Domestic FRN,nan,0.042606893582059185,238,Arculus Preferred Income Fund
CFS Daintree Core Income,FSF694AU,-0.5689131199617512,-0.5953798005398422,0.9133306639010592,8.295133359370478,7.7695317057809135,Domestic FRN,nan,0.035430021142104196,234,CFS Daintree Core Income
IOOF Income Trust,PIM3AU,1.5035357984128634,-2.9181340774949596,2.0259967842953976,9.819740351731209,4.78805617435727,Domestic FRN,nan,0.04050236158105392,244,IOOF Income Trust
Coolabah Short Term Income Base Fee,ETL854AU,-1.6606629222055338,0.7118828739019737,-2.063519177831548,10.216443712175211,2.378605839269538,Domestic FRN,nan,0.026688141085602086,118,Coolabah Short Term Income Base Fee
U Ethical Enhanced Income Trust W,UGF1128AU,-0.6735196769484516,1.4912255979192077,6.261146087877146,2.0711400699893554,1.387218133647989,Domestic Duration,nan,0.0261859845799532,49,U Ethical Enhanced Income Trust W
Stellan Capital Pure Income,CCI6719AU,-3.492342311963246,1.9386879639828445,-0.48114479973733126,4.149662947957829,1.2108924674069115,Domestic FRN,nan,0.044859808151823256,28,Stellan Capital Pure Income
Daintree Hybrid Opportunities,WPC254AU,1.6084006818870025,0.6984843493512163,-0.035095318683410724,0.1496790430587235,1.9446016168386768,Alpha,nan,0.05177847888919001,54,Daintree Hybrid Opportunities
SGH Enhanced Income Trust,ETL6695AU,0.7233864542541311,-2.7538767924969765,-1.9747552273893532,7.407747248439782,2.420991748004276,Domestic FRN,nan,0.03872318534014578,53,SGH Enhanced Income Trust
Kapstream Absolute Return Income X,HOW1327AU,-0.34802035352063193,2.6061139714501502,1.5492283916952163,0.9718180722831925,1.035933907162969,Domestic Credit,nan,0.030870564636213325,45,Kapstream Absolute Return Income X
Lazard Global Convertibles W,LAZ3113AU,-0.3733432970124819,0.0680139241367499,2.044446471310742,1.33672756127959,7.09886469781843,Alpha,nan,0.11547935111811042,47,Lazard Global Convertibles W
Coolabah Short Term Income Instl A,SLT7141AU,-0.6193932726081343,-0.14324140650645362,-2.747304950263741,9.003156207752786,3.6822851334248448,Domestic FRN,nan,0.03379912771300025,58,Coolabah Short Term Income Instl A
Coolabah Short Term Income Direct Inv,SLT51AU,-1.0564377147060453,0.3194187723449256,-1.9786526285154096,9.34215445980333,1.6675859811644,Domestic FRN,nan,0.026668916212604882,119,Coolabah Short Term Income Direct Inv
Franklin Australian Absolute Return Bd M,FRT28AU,-3.8883282901085967,6.59239405499207,16.196416624250155,2.9984168966438185,3.717800863748342,Domestic Duration,Domestic Credit,0.015329007194165604,116,Franklin Australian Absolute Return Bd M
Franklin Australian Absolute Return Bd A,FRT27AU,-4.135053156055213,6.620342036309002,16.238340640552305,3.0210932468847527,3.7080161151155497,Domestic Duration,Domestic Credit,0.015322950519694368,116,Franklin Australian Absolute Return Bd A
