Fund,APIR Code,const,Global Duration,Global Credit,Global High Yield,Currency,EM Debt,Classification,Classification #2,Tracking Error,Number of Months with Data,Fund
BlackRock GSS Global Bond Index,NET572AU,-0.010789321420968313,6.976322165925774,4.98160550671867,-3.211797678269745,0.7982745928452911,2.460063245190552,Global Duration,Global Credit,0.021183560663009974,77,BlackRock GSS Global Bond Index
Affirmative Global Bond Fund - A,FSF7298AU,-0.758889153923929,6.503793024442704,3.337790146181394,-1.8924065687504406,1.1244227646750984,2.2926045629332217,Global Duration,Global Credit,0.019375751488746727,76,Affirmative Global Bond Fund - A
Dimensional Glbl Bond Sustainability AUD,DFA642AU,0.07898296812644308,5.8884280416985915,4.270507515745609,-2.162635679808001,0.653609139985212,2.1582354929290775,Global Duration,Global Credit,0.03193345867561172,76,Dimensional Glbl Bond Sustainability AUD
Western Asset Global Bond X,SSB5987AU,0.7345966659404379,7.3617058162912405,4.040346582529074,-2.2184353136924977,2.7254109195869414,4.011923223318103,Global Duration,Global Credit,0.025723711716270095,81,Western Asset Global Bond X
Vanguard Global Agg Bd Indx Fd (Hdg),VAN939AU,0.33224148557761524,6.557595588335488,4.943684009379881,-4.770704664591136,2.3256538046232236,4.499780285183516,Global Duration,Global Credit,0.02403370677935584,85,Vanguard Global Agg Bd Indx Fd (Hdg)
PIMCO ESG Global Bond Fund - Wholesale,PIC6396AU,-0.3165730295080885,6.463269112408456,3.8110644201120283,-2.2467899438161547,2.2600579439743553,3.869236125999643,Global Duration,Global Credit,0.018564843978416585,89,PIMCO ESG Global Bond Fund - Wholesale
Western Asset Global Bond A,SSB832AU,0.5757394501540412,7.017799389227619,3.979029604244818,-2.821222372213133,3.6839456066958,4.895068763066805,Global Duration,Global Credit,0.02498770272464045,91,Western Asset Global Bond A
Fixed Income Strategy 2 (FIS2),BEG1275AU,-0.9572082957493989,3.504081476224053,1.2446122218900102,-0.7034430187012786,2.676801228025636,4.382709124326812,Global Duration,nan,0.026334041700074036,92,Fixed Income Strategy 2 (FIS2)
Colchester Global Government Bond I,ETL5525AU,0.8309233527688119,6.132207337584548,1.4850681592638533,-2.5689012457488003,2.674524223411138,4.555598432807968,Global Duration,Currency,0.022106244496807325,92,Colchester Global Government Bond I
Colchester Global Government Bond A,ETL49AU,1.1835405679242792,5.4132001030312455,2.6156797063928363,-3.727752929800865,3.251805397928607,5.440955901768217,Global Duration,Global Credit,0.024459270136677366,119,Colchester Global Government Bond A
PIMCO WS Plus Global Bond,BTA498AU,1.0457245752974749,4.688130024674656,4.447538281637238,-3.254389571361578,4.522989698178696,6.462896768761239,Global Duration,Global Credit,0.020091469826346763,112,PIMCO WS Plus Global Bond
Morningstar International Bonds Hdgd Z,INT82AU,1.1556433068573095,5.964902240108734,2.2755352883406847,-0.1175905428484418,4.246015565752146,8.561676813618458,Global Duration,nan,0.03229016592154057,214,Morningstar International Bonds Hdgd Z
Macquarie Global Multi-Sector F/I Fund,MAQ787AU,-0.10699197724352615,5.439379879294469,6.283948400961356,-3.8929359185404717,2.8949610523176235,5.39749238263839,Global Credit,Global Duration,0.029261739941261775,147,Macquarie Global Multi-Sector F/I Fund
Franklin Templeton Global Aggregate Bd A,FRT25AU,0.4619772408320839,4.2483973216253315,5.207166792277092,-5.224947942869195,5.353920027154022,10.375717329034169,Alpha,Global Credit,0.030103870669808068,140,Franklin Templeton Global Aggregate Bd A
Franklin Templeton Global Aggregate Bd M,FRT23AU,-0.3788990436853558,2.6927922363216594,4.187519795479964,-3.9548654332563764,3.454505640056899,6.771992652988613,Global Credit,Global Duration,0.03645746248776621,142,Franklin Templeton Global Aggregate Bd M
Dimensional Global Bond Trust,DFA28AU,1.8436544703569868,5.677135250892252,5.644019744442922,-5.672336682589519,3.8998621078794837,6.864847501450515,Global Duration,Global Credit,0.03134194359942291,153,Dimensional Global Bond Trust
Russell Global Bond B,RIM8AU,1.1708086467978742,4.289425487753688,0.6077392925444443,0.6998188393318208,-0.58975298420317,1.2932263737208167,Global Duration,nan,0.0638493111948279,152,Russell Global Bond B
Brandywine Glb Oppc Fxd Inc B,SSB28AU,1.6203161992232555,1.477218112371805,1.5597513186820893,-1.6758993209585227,5.673555990227495,6.18834609942483,Alpha,nan,0.05084611546510343,161,Brandywine Glb Oppc Fxd Inc B
iShares Global Bond Index,BGL8AU,3.6197479142417315,7.875277975708036,6.859928020097544,-8.2363447469919,4.654661116890231,8.798830001121136,Global Duration,Global Credit,0.027004831584760608,172,iShares Global Bond Index
Morningstar Intl Bds (Hdg) Fd - Cl A,INT8AU,0.16585834215313763,5.983811646681008,2.325984279464484,-0.12925594630767645,4.2143608184887915,8.537564268910327,Global Duration,nan,0.032216145743486954,214,Morningstar Intl Bds (Hdg) Fd - Cl A
Bentham Global Income,CSA38AU,-0.7166805838445173,1.4305834686594152,1.3796856205009558,6.054648306483072,-0.42397802329950657,-0.06816434658178486,Global High Yield,nan,0.07140274834087049,244,Bentham Global Income
Bentham Professional Global Income,CSA45AU,-0.7768244524258203,1.4523533988576813,1.3884864241819679,6.02078807477834,-0.45461059214215144,-0.09636672450620311,Global High Yield,nan,0.07231106896086398,236,Bentham Professional Global Income
Bentham Professional Global Income P,CSI473AU,0.6174294304689203,3.2032428152522523,1.1904263329643656,2.1263895515412603,-1.4289776573176156,-1.363974186740381,Global Duration,nan,0.03799724102583111,46,Bentham Professional Global Income P
Kapstream Absolute Return Income Plus A,HOW554AU,-0.6512322562305033,2.004366177700572,0.9282965327741313,2.904333342445211,-1.3937690456690828,-0.22914280683776939,Global High Yield,nan,0.04041486224583329,57,Kapstream Absolute Return Income Plus A
CC JCB Dynamic Alpha C,CHN51AU,0.16460056024735467,0.6495971795772895,1.1991352995180669,-0.8175317807194823,-0.1923633029653047,-0.1107982972205465,Alpha,nan,0.047024867805702794,25,CC JCB Dynamic Alpha C
CC JCB Dynamic Alpha B,CHN9535AU,0.5299649676962226,1.6662505901527422,0.4881396317914869,-0.06433234346800368,-1.11395869018339,-0.21735336370716132,Alpha,nan,0.044586470112353796,28,CC JCB Dynamic Alpha B
Fortlake Real-Higher Income,TAL284AU,0.8003725744625256,1.2977877505750235,0.7656025864179502,2.230268786690393,-1.3618718759836896,-1.0473395132029473,Alpha,nan,0.059744498459659554,44,Fortlake Real-Higher Income
Fortlake Real-Income,TAL59AU,1.129842980575202,1.898010937648505,0.8228945366330335,2.3601940826067738,-1.6537434669883406,-1.459640075782124,Alpha,nan,0.05561272430770947,44,Fortlake Real-Income
Bentham Professional Global Income X,CSI6218AU,0.6903100599395016,3.042637151104725,1.0445978157153044,2.0326970516477725,-1.3129686579936943,-1.2816206791421942,Global Duration,nan,0.03841591974455486,45,Bentham Professional Global Income X
Bentham Professional Global Income C,CSI7384AU,0.9367199176284128,2.9295842209139527,1.0459733192071548,1.9216262720306747,-1.2130016368468683,-1.1861218008054237,Global Duration,nan,0.03842431900973634,45,Bentham Professional Global Income C
T. Rowe Price Dynamic Global Bond S,ETL2511AU,0.3208024067708837,-1.2085397029313847,-1.1443504306080714,-0.011101559116203167,0.46134595468168066,-0.2094510716360277,Alpha,nan,0.06831122075557891,67,T. Rowe Price Dynamic Global Bond S
Neuberger Berman Strategic Income W,ETL1411AU,-2.136203541780508,7.549051766726975,3.6852804690920276,5.167079383825296,-0.9382268854593881,-0.8974279372395013,Global Duration,Global High Yield,0.051959189188800985,62,Neuberger Berman Strategic Income W
Brandywine Glb Inc Optr M,SSB7887AU,1.1807641443519674,4.994058619832633,2.3546635424234554,0.5327379762313371,0.3411514731571195,0.2792572893454806,Global Duration,nan,0.036255806260514625,55,Brandywine Glb Inc Optr M
CC JCB Dynamic Alpha A,CHN867AU,2.2183913994148488,2.3453805449263316,1.6881589635652772,-0.2977231207788771,-1.5243167563488638,-0.5804915836488381,Alpha,nan,0.041119033716183605,56,CC JCB Dynamic Alpha A
Bentham Global Opportunities I,HOW731AU,0.3550655681754184,2.26263383862255,0.15626642466327423,3.148943793231864,-0.2524626560659067,-0.26587437966450667,Global High Yield,nan,0.055929724576978354,81,Bentham Global Opportunities I
Smarter Money Long-Short Credit Instl,SLT3458AU,0.4809276460276003,0.9805868431749579,2.4932768174027635,1.3547412900018312,0.14614588107218326,-0.21104840579972575,Alpha,nan,0.04814351595355258,84,Smarter Money Long-Short Credit Instl
Bentham Global Opportunities F,HOW5722AU,0.4775839028048693,2.3935295779529286,0.172094444448386,3.2962006388228784,-0.3245999179717928,-0.29569785191290887,Global High Yield,nan,0.055130487987029374,86,Bentham Global Opportunities F
Kapstream Absolute Return Income Plus I,HOW8743AU,0.8943541951592455,0.060887032925698324,0.47727673704339396,1.8796756531524201,0.5515510757357159,1.7355651757142938,Alpha,nan,0.03750278869697705,72,Kapstream Absolute Return Income Plus I
Daintree High Income Trust AUD Unit Cl,WPC1583AU,-1.6718890564400013,1.7214686357562374,3.1132993074564355,2.5605301860838856,-0.8261585540540809,-0.3529597268218283,Global Credit,nan,0.04153241162101103,70,Daintree High Income Trust AUD Unit Cl
Brandywine Glb Inc Optr X,SSB478AU,1.7864088938417881,5.766142775525483,2.911108591212492,-0.047785716840831965,1.079303826939208,1.1253951555639412,Global Duration,Global Credit,0.03178193384437569,80,Brandywine Glb Inc Optr X
Daintree Core Income Trust,WPC1963AU,1.776002630689455,1.305225315372755,0.1293066818553228,2.1148929368458664,-0.013842471590314391,1.4118656137174264,Alpha,nan,0.034541213096416605,86,Daintree Core Income Trust
Brandywine Glb Inc Optr,SSB515AU,1.2138821182209367,5.734981096748514,2.806989721352559,-0.16634759084949075,1.4626353833825139,1.551689415663797,Global Duration,Global Credit,0.03073703967062772,87,Brandywine Glb Inc Optr
Smarter Money Long-Short Credit,SLT2562AU,0.260185778919271,0.9882062122440287,2.4619358880262636,1.403762836665083,0.13952697741540293,-0.2270106450229546,Alpha,nan,0.04816521800773878,84,Smarter Money Long-Short Credit
PIMCO Income Wholesale,ETL458AU,0.5976829077123084,1.3173878099369918,0.8467986780820059,1.8852117115206748,5.351516659125739,5.897149464764558,Alpha,nan,0.035430589305117874,106,PIMCO Income Wholesale
JPMorgan Income,PER716AU,-0.565698380363957,4.831319267994081,2.7009626438383587,4.0882319662788715,3.0769351331833468,3.871620429637603,Global Duration,Global High Yield,0.028115931945021586,128,JPMorgan Income
PIMCO Dynamic Bond C,ETL46AU,-0.8662774335143533,2.106151981282895,0.8632246731479937,2.8376707869597557,1.9092477504236218,2.021652868835876,Global High Yield,nan,0.029975052048044324,124,PIMCO Dynamic Bond C
PIMCO Dynamic Bond W,ETL44AU,-0.9952261730037667,2.1143432932336363,0.8795295630018983,2.830459263120056,1.929798016126031,2.0451258364005835,Global High Yield,nan,0.029846164549858417,125,PIMCO Dynamic Bond W
T. Rowe Price Dynamic Global Bond,ETL398AU,0.9396010101993463,-1.2207188365471373,-1.6090069133792662,0.5379497215409733,0.3110700726111871,-0.24943682917612428,Alpha,nan,0.05465683069620616,126,T. Rowe Price Dynamic Global Bond
Bentham Global Income Fund NZD,HOW1NZ,0.5546537306438182,1.8135568410176237,0.8953790253099199,3.7146714223882364,0.3304219793752046,0.6303510487720845,Global High Yield,nan,0.046693920092370104,131,Bentham Global Income Fund NZD
AB Dynamic Global Fixed Income,ACM1AU,-0.8238945196403363,3.4191230195522246,3.658396419283126,0.7599404316115443,2.629985866225334,4.841025630590874,Global Credit,Global Duration,0.024103903513817946,122,AB Dynamic Global Fixed Income
JPMorgan Global Strategic Bond Fund,PER727AU,-0.3785475497176134,3.483848447556963,1.0193513501708684,4.116557329055339,2.5160937796318863,3.1320755476644053,Global High Yield,Global Duration,0.025218353782642033,128,JPMorgan Global Strategic Bond Fund
Pendal Pure Alpha Fixed Income,BTA441AU,-0.8230243099880415,0.5676364455996137,0.6937794054152703,-2.729877808160934,0.24673563828259792,1.7992287054265803,Alpha,nan,0.04445999630991263,140,Pendal Pure Alpha Fixed Income
Payden Global Income Opportunities,GSF8AU,-2.6665203899446484,1.035563389729314,3.7842566127295107,2.511933521684849,1.8197525667194712,2.8868929666409313,Global Credit,nan,0.040582417141592046,143,Payden Global Income Opportunities
